0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	-0.0625	
-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	-0.0625	0.9375	
